href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
,,,,,,,,,,,,80%,80%,100%,ianft,  2달 전    ,, 그동안 일반 샴푸만 사용했었습니다. 탈모샴푸라고해도 그렇게 효과 있다는 것도 못들어봤고 해서요. 하지만 요즘 머리도 더 빠지는 거 같고 일반샴푸쓰면 잘행궈도 가려운 증상이 가끔있어서 속는셈 치고 탈모샴푸 인터넷에 검색해서 이 제품으로 구매했습니다. 설명에 써있는거 처럼 거품내서 샴푸한 다음에 2~3분 방치했습니다. 방치하는 동안 양치질 한번하니까 끝나더라고요. 여튼 결론은 효과가 있는지는 모르겠지만 확실히 일반샴푸보단 두피에 자극이 덜해서 만족합니다.  ,
,,,,,,,,,,,,100%,100%,100%,K27547359282304191036,  4달 전    ,," 샴푸 유목민이었다가 새로 나왔을 때 한번 써봤는데
거품도 잘나고 개운하게 마무리 되어서 좋아요
다른 샴푸들은 금방 기름지고 트러블이 났는데
이 제품은 제 두피에 잘 맞나봐요 트러블안나고 
뽀송뽀송 하답니다.  ",
,,,,,,,,,,,,40%,40%,20%,뀩뀩,  4달 전    ,, 집에 갔더니 부모님께서 하나 사 두셔서 사용해봤습니다. 개인적으로는 모발을 힘있게 잡아주는 느낌은 조금 덜 했습니다. 오히려 유명한 폴리젠이나 카페인 샴푸가 그 정도가 더 좋았구요. 기존에 쓰고있던 샴푸 그대로 계속 사용할 것 같습니다.  ,
,,,,,,,,,,,,80%,60%,80%,오리오링5,  4달 전    ,, 생각보다 평이 안좋네요. 제 첫 탈모 샴푸라 비교군이 없긴 하지만 저는 만족하면서 쓰고 있습니다. 깔끔한 마무리감에 두피가 간지럽지 않아서 좋아요. 거슬리는 향도 아니고 뻑뻑함도 없어요. 가격이 조금 아쉽긴하지만 계속 쓸 것 같습니다  ,
,,,,,,,,,,,,100%,100%,100%,안티가프라임,  4달 전    ,, 두피가 시원하고 전에쓰던제품보다 미끄덩하는느낌이 없는거같습니다….전에 쓰던 제품은 머리를 감고 나면 미끄덩하는 느낌이 있었는데 제 두피에 맞는건지 머리를 김고 시원한 느낌이 있어서 좋네요. 다음번에도 재구매의사있습니다. , 아직없어요  
,,,,,,,,,,,,60%,60%,60%,코코모로몽,  4달 전    ,, 미온수로 두피를 마사지한 후 샴푸를 해줍니다. 그리고 몇분 대기하거 있으면 싸한 기분좋은 느낌이 옵니다. 그리고 행구면 두피가 깨끗한 느낌이 들면서 상쾌해집니다. 박하? 냄새가 나면서 깔끔한 느낌을 줄수잇다라거 생각합니다.  ,
,,,,,,,,,,,,60%,80%,60%,로아로옴,  4달 전    ,, 하고나면 두피가 시원한 느낌. 멘톨때문에 그런가 두피열을 내려주는 듯함. 일시적인지는 잘 모르겠지만. 머릿결도 조금 괜찮아진것같고 가령움도 다른거 쓰는것보다야 덜한듯. 원래 뾰루지도 자주났었는데 쓰고나서 덜남  ,
,,,,,,,,,,,,80%,80%,80%,폭닥폭닥2,  8달 전    ,," 다슈 한방샴푸 사용하다가 우연히 사용하게 되었습니다
크게 ",
,,,,,,,,,,,,60%,60%,60%,투디맨,  8달 전    ,, 탈모 샴푸 여러개 써봤는데 제일 무난하고 괜찮은 샴푸입니다. 두피가 예민해 자극이 심한 샴푸 쓰면 지루성 두피염이 생겼는데 이 샴푸 쓰고 두피가 개선 되었습니다. 향은 제 스타일은 아닌데 머리에 적당한 쿨링감과 세정력이 괜찮아서 2통째 쓰고있는 중입니다.  ,
,,,,,,,,,,,,60%,80%,60%,상남동이,  일 년 전    ,, 쿨링감이 좋고 비듬이나 부스럼이나 가려움은 안느껴져서 좋은것 같고 지루성 두피염이 원래 있었는데 어느정도 완화된 느낌이 있어서 좋은 마음으로 2통째 사용중 입니다. 세정력도 준수한 편인 것 같습니다. 샴푸향 자체도 강하지 않은 편이라 좋네요. , 가격적인 부분이 조금은 아쉽네요  
,,,,,,,,,,,,80%,60%,100%,머털도사꿈나무,  일 년 전    ,," 그냥 무난 무난 머리가 시원해져서 좋고 
덜 빠지는 것 같기는 해요 
성분도 괜찮고 쓰고 나서 가려운 것도 없고 세정도 잘 되는 것 같습니다
전에 쓰던 샴푸보다는 훨씬 좋네요 
공구할 때 사면 저렴하게 살 수 있어서 좋아요 ", 공구 아닐 때 사기에 가격이 부담 돼요 ㅠ  
,,,,,,,,,,,,60%,80%,60%,mistiiii,  일 년 전    ,, 다른 샴푸 썼을때보다는 확실히 덜 빠져요 머리쿨링도 좀 있는지 두피가 개운해요 타사 탈모샴푸보다 거품도 잘나고 감고난 후  머릿결이 부드러운 편입니다 민감성두피용이라 그런지 자극없이 세정 잘되는거같아요. , 이 샴푸 쓰다가 중간에 하루이틀 다른샴푸쓰면 다시 머리카락 엄청 빠져요. 근본적으로 머리카락안빠지게 개선시켜주는지 모르겠고 그냥 이 샴푸 쎴을때만 일시적으로 덜 빠지는거같아요  
,,,,,,,,,,,,60%,60%,60%,hanglass123,  일 년 전    ,, 쓸땨 박하향과 시원한 느낌이 있습니다. 샤워를 마치면 시원한 느낌이 있지만 머리를 감을때 박하때문인지 샴푸가 얼굴 피부에 닿으면 시원한 느낌인지 따가운 느낌인지 자극적인 느림이 있습니다. 양모효과와 탈모개선은 모르겠고 일반샴푸로 치면 괜찮은 샴푸입니다. , 가격이 너무 비쌉니다  
,,,,,,,,,,,,60%,60%,40%,전역탈모,  일 년 전    ,, 샴푸 자체가 부드러워서 두피에 민감하신 분들은 사용하기가 좋은 거 같아요 뿐만 아니라 거품이 잘 나오는게 세정력 부분에서 참 도움이 되는거 같습니다. 탈모때문에 어떤 샴푸를 쓸 지 고민하시는 분들에게는 한 번은 추천해볼만한 샴푸인거 같습니다. , 가격이 조금 비싸다는게 재구매할 때는 고민이 될 거 같습니다.  
,,,,,,,,,,,,80%,80%,80%,dlclfh1,  일 년 전    ,, 이 샴푸를 쓰기전에는 두피고 아프고 그랬는데 괞찬은거 같습니다. 유튜브에서 보고 사긴했는데 괜찮네요. 탈모를 완화시켜준다는 느낌이 든건 아니고 두피를 깨끗하게 해준다는 느낌을 받았습니다. 시원하고 괜찮아요.  ,
,,,,,,,,,,,,20%,60%,20%,toogood,  일 년 전    ,," 첫 사용감은  설마 인생샴푸 찾았나? 싶을정도로 개운하면서도 머릿결도 좋아보여서 첫인상은 괜찮았습니다. 딱 2번까지 였습니다.
탈모는 물론이고 두피가 민감해서 샴푸 찾기 힘들어요 왜냐하면 요즘 성분 순하다고 평가 받는 샴푸성분을 보면 아로마오일이 들어가 있습니다. 아로마 오일이 두피가 민감하신 분들한테는 자극적이여서 두피 뾰루지가 장난아니게 나더라구요. 지금은 차라리 조금더 화학적이더라도 두피를 깨끗한 환경을 만들어주는 샴푸가 제 두피에 더 잘 맞더라구요. 물론 다 개인차는 있겠지만 전 정말 이 샴푸 벌루 였습니다.  ",
,,,,,,,,,,,,80%,80%,80%,머리회복맨,  일 년 전    ,," 가을철에 머리가 유독 더 많이 빠지는 느낌을 받았는데 라보에이치 사용후 탈락되는 모발의 양도 줄고 비듬도 확 줄었다.
가격도 그렇게 비싸지 않아 부담없이 구매 할 수 있고, 머리가 떡지는 것도 상당히 줄어드는 편. ", 거품이 그렇게 많이 나오지 않아 세정력이 약하다는 느낌을 준다.  
,,,,,,,,,,,,80%,100%,80%,vvv30vvv,  일 년 전    ,, 쿨링 기능 있어서 두피에 시원한 느낌이 들어 좋습니다. 다른 기능성 샴푸들은 건조해지고 거품도 잘 안나는 샴푸 많은데 라보에이치는 촉촉하고 거품도 잘 나서 지속적으로 쓰고있습니다. 탈모 효과는 아직 더 써봐야 알겠지만 드라마틱한 효과는 잘 모르겠습니다. 예방차원이라고 생각하고 쓰고있습니다  ,
,,,,,,,,,,,,60%,60%,60%,terahr123,  일 년 전    ,, 라보에이치 탈모샴푸 유명해서 사용해보았는데 잘씻기는 세정력과 씻은 후 두피에 시원한 느낌이 있어 좋았습니다. 하지만 탈모샴푸라고 해서 머리카락이 덜 빠지는 효과는 좀 덜한 느낌입니다. 향은 좋고 세정력도 괜찮기때문에 일반샴푸라고 생각하면 좋겠습니다  ,
https://daedamo.com/ingre/19262?sca=탈모관련상품&overlaps=5,"
            라보에이치 크림 샴푸        ",47.0,탈모샴푸,라보에이치,㈜아모레퍼시픽,"1일 1회, 미온수로 모발 및 두피를 충분히 적시고, 적당량을 손에 덜어 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐코코일이세티오네이트, 다이소듐라우레스설포석시네이트, 라우릴베타인, 글리세릴스테아레이트, 트라이하이드록시스테아린, 폴리쿼터늄-10, 카페인, 세틸알코올, 다이카프릴릴에터, 소듐벤조에이트, 소듐살리실레이트, 시트릭애씨드, 페퍼민트오일, 멘톨, 카프릴릭/카프릭트라이글리세라이드, 카프릴릴글라이콜, 스타아니스열매/씨오일, 로즈마리잎오일, 덱스트린, 연필향나무오일, 테트라소듐이디티에이, 콘민트오일, 유칼립투스잎오일, 바질오일, 캐모마일꽃오일, 향기제비꽃잎추출물, 락토바실러스발효용해물, 글리세린, 녹차씨추출물, 토코페롤, 돌콩오일, 세라마이드엔피, 하이드로제네이티드레시틴, 피토스핑고신, 바이오틴",https://daedamo.com/new/data/file/ingre/1794346571_YyGMth3Q_79081d45f7046570a3806a5d61b7cca778ba68be.png,400ml,"24,000원",,100%,100%,100%,우아23265,  일 년 전    ,," 시원하고 세정력이 우수합니다
기름지고 떡져지지도않고 돈값제대로 하고
성분도 무해하고 깨끗한 재료써서더욱안심됨
여러가지라인있지만 초록통 라인이 젤 무난하고 자주쓰기좋음
가격비싸다고하는데 할인할때 쟁여놓으면 그닥 상관없음 ", 
,,,,,,,,,,,,60%,40%,80%,스킁래치,  일 년 전    ,, 탈모샴푸 여러개씩 써봤는데 라보에이치가 저에겐 제일 잘 맞는 것 같더라고요. 일단 두피도 시원해서 기분상 더 좋은 것도 있는 것 같습니다. 그리고 지성인 두피에도 좋은것 같구요. 앞으로는 꾸준히 이것만 써보려고 합니다.  ,
,,,,,,,,,,,,80%,80%,80%,dlkk,  일 년 전    ,," 깨끗하게 잘 씻겨서 좋습니다. 제형이 무겁지 않아서 부드럽게 머리 감을 수 있었습니다. 자기 주장 너무 강한 향을 가진 샴푸는 잘 못쓰는데 이건 시원하고 가벼운 향이라서 좋았습니다.
사용감이 부담스럽지 않은 샴푸입니다  ",
,,,,,,,,,,,,20%,20%,20%,머리낸아,  일 년 전    ,, , 저도 한달쯤까지는 괜찮다가 한통 반을 쓰면서 머리가 아프단걸 알게됐어요 물론 복합적인 이유겠지만 비듬이 너무 많이생겼고.. 후에 지루성 치료 받으면서도 써보았지만 정말 별로였습니다. 특히 염증보단 비듬이 고민이신 지루성 두피 환자분에게는 절대 비추합니다.  
,,,,,,,,,,,,40%,40%,40%,okifan,  일 년 전    ,," 가격에 비해서 그닥...기대가 컸는지..별로였어요..
시원하다거나 향이 좋다거나 특별히 뛰어난 특징이 없네요
비슷한 라인에서는 이것 보다는 닥터포 헤어 샴푸가 더 괜찮아 보입니다.
한번 살때 여러개 사서..어쩔수 없이 쓰고 있긴합니다..  ",
,,,,,,,,,,,,80%,100%,80%,로이스10,  일 년 전    ,, 지루성 두피염이 약간 있었는데 이 제품을 쓰면서 좀 좋아진 것 같습니다. 이게 가장 마음에 들구요. 샴푸하고 나면 시원합니다. 거품도 잘 나는 편인거 같구요. 탈모 개선에 도움이 되는지는 잘 모르겠습니다. 사용하기에 무난한 샴푸 같습니다.  ,
,,,,,,,,,,,,80%,80%,100%,오래살자22,  일 년 전    ,," 탈모샴푸인데 머릿결이 너무 뻑뻑해지지 않아서 좋아요! 두가지 버젼이 있는데, 하나는 투명 하나는 지금 게시된 불투명(하얀새)이고 두 개 다 써봤는데 투명은 너무 뻑뻑해서 불투명 샴푸가 훨씬 좋더라고요~~ 올리브영 세일할 때사면 가격도 나름 괜찮습니다!  ",
,,,,,,,,,,,,80%,80%,100%,춘식이2,  일 년 전    ,," 약간 박하향에 두피 쿨링느낌? 
거품도 많이 나고 되게 샴푸가 순함
이전에 그냥 아무 시중에서 파는 샴푸를 썼으나 두피가려움 및 두피뾰루지가 나길래 샴푸 바로 교체했는데 그 이후 뾰루지가 안나고 머리간지럼우도 없어짐 ", 감고 머리가 뻣뻣해지는 감이 있음  
,,,,,,,,,,,,40%,40%,40%,크피23,  일 년 전    ,, ,
,,,,,,,,,,,,40%,80%,20%,뇨뇨뇽,  일 년 전    ,, ,
,,,,,,,,,,,,60%,60%,60%,420d,  일 년 전    ,," 시원하게 쿨링이되어 가렵지 않으며, 샴푸향이 나지 않아 좋습니다.
유튜브에서 탈모샴푸로 유명하다 하여 1+1으로 구매 후 현재 2통째 사용 중 인데, 이전에 사용했던 다른 탈모샴푸보다 쿨링도 강하고
비듬도 안생기며 조금 효과가 있는듯 합니다. ", 다만 가격이 조금 비싼편이라 아쉽네요  
,,,,,,,,,,,,80%,80%,100%,lth1204,  일 년 전    ,, 유투버 디렉터파이님 샴푸 추천보고 구매했습니다. 거기서 성분 분석을 해주셨는데 두피에 안좋은 것은 없더라구요. 확실하게 두피염이나 가려움이 줄어든 것 같습니다. 전에 TS써봤지만 너무 별로 였는데 이 제품을 두고두고 쓰려합니다.  ,
,,,,,,,,,,,,80%,60%,100%,노노녀뉴,  일 년 전    ,, 평소 일반 샴푸만 사용하다가 이걸 사용하니까 확실히 지루성두피염은 많이 줄어든 것 같아요. 약국에서 산 지루성두피염약이랑 같이 사용하면 좋을 것 같아요. 탈모 샴푸가 직접적으로 탈모에 도움이 되는 건 아니지만 심적으로나 효과적으로나 다른 샴푸보다 좋은  것 같습니다 , 아무래도 가격이 조금 부담됩니다...  
,,,,,,,,,,,,80%,60%,80%,전포동머머리,  일 년 전    ,," 저는 지성두피라서 오후만 되도 머리가 반들반들거리고 그랬는데
라보는 그런 점을 확실히 케어해주는거 같아요
TS 쓰다가 넘어왔는데 확실히 저한테는 맞는 샴푸인거 같습니다.
잘 헹궈주기만하면 두피 질환 거의 없는거 아시죠?  ",
,,,,,,,,,,,,80%,80%,100%,lillilly,  일 년 전    ,," 지루성 두피염 있어서 딱지 뗄 때마다 피나고 그랬습니다. 괜히 향기 좋은데 두피에는 성분 좋지않은거 썼다가 더 악화되거 그랬는데, 라보에이치 크림샴푸 쓰고 아주 많이 완화됐습니다. 비듬도 없어지고 두피도 많이 하얘졌다 그러네요. 이거랑 닥터올가꺼 번갈아가면서 쓰고있어요 좋아요 ", 가격이 좀 비싼편..? 한통 쓰고 다른 샴푸랑 번갈아가면서 쓰고있어요 닥터올가꺼          
,,,,,,,,,,,,60%,80%,40%,먀아ㅏ,  일 년 전    ,, 시원한 느낌이 좋아서 사용했는데 딷히 탈모 도움이 되는지는 모르겠습니다. 그냥저냥 시원한 향말고는 크게 장점도 단점도 없는것 같슺니다. 차라리 다른 샴푸 써보는게 좋을듯합니다. 탈모걱정없는 일반인이라면 시원해서 쓰기 좋음  ,
,,,,,,,,,,,,60%,60%,60%,매콤치즈씨즈닝,  일 년 전    ,," 거품이 잘나고 향기도 없어서 자극적이지 않은것 같아 좋은 것 같습니다. 
느낌이 있지만 머리가 덜 빠지는 것 같기도 합니다. 나름 추천 할 만한 제품인 것 같습니다. 휴지기가 끝나서 그런지는 잘 모르겠지만 괜찮은 것 같습니다.  ",
,,,,,,,,,,,,60%,60%,60%,여니16,  2년 전    ,," 거품이 잘나고 향기도 없어서 자극적이지 않은것 같아 좋습니다
다만 이 샴푸 때문인지 다른 토닉때문인지는 모르겠지만
가려움이 있을때가 있고 깨끗히 세정되지 않는다는 
느낌이 있지만 머리가 덜 빠지는 점에서는 만족스럽습니다  ",
,,,,,,,,,,,,40%,40%,60%,머리낸아,  2년 전    ,," 다른 샴푸보다 그나마 내 두피에는 덜 예민하게 받아들여졌던듯
다른 샴푸 때문에 땡기던 느낌이 이걸로 바꾸고 나서는 나아짐
거품도 잘 생기는 편이라 사용하기에 나쁘지 않았음
어차피 샴푸는 보조적 기능인 것 같아서 이 정도 기능이면 재구매 의사가 있음  ",
,,,,,,,,,,,,80%,80%,80%,Li22,  2년 전    ,, 일단 냄새가 좋은편이고 약간 박하 냄새가 남 거품도 다른 탈모샴푸보다 잘 나는 편임 박하 냄새라그런지 샴푸로 머리를 감으면 두피가 매우 시원한게 느껴짐 ㄱ근데 머리는 금방 떡지는것 같음 이거ㅜ말고는 거의 만족하는편  ,
https://daedamo.com/ingre/19262?sca=탈모관련상품&overlaps=5,"
            라보에이치 크림 샴푸        ",47.0,탈모샴푸,라보에이치,㈜아모레퍼시픽,"1일 1회, 미온수로 모발 및 두피를 충분히 적시고, 적당량을 손에 덜어 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐코코일이세티오네이트, 다이소듐라우레스설포석시네이트, 라우릴베타인, 글리세릴스테아레이트, 트라이하이드록시스테아린, 폴리쿼터늄-10, 카페인, 세틸알코올, 다이카프릴릴에터, 소듐벤조에이트, 소듐살리실레이트, 시트릭애씨드, 페퍼민트오일, 멘톨, 카프릴릭/카프릭트라이글리세라이드, 카프릴릴글라이콜, 스타아니스열매/씨오일, 로즈마리잎오일, 덱스트린, 연필향나무오일, 테트라소듐이디티에이, 콘민트오일, 유칼립투스잎오일, 바질오일, 캐모마일꽃오일, 향기제비꽃잎추출물, 락토바실러스발효용해물, 글리세린, 녹차씨추출물, 토코페롤, 돌콩오일, 세라마이드엔피, 하이드로제네이티드레시틴, 피토스핑고신, 바이오틴",https://daedamo.com/new/data/file/ingre/1794346571_YyGMth3Q_79081d45f7046570a3806a5d61b7cca778ba68be.png,400ml,"24,000원",,40%,60%,40%,도룡뇽3,  2년 전    ,," 한참 두피열 많을때 사용했던 제품으로 덴톨 성분이 있어 시원ㅇ산 늑낌을 받긴 하지만 덴톨도 두피가 약한사람한텐 독일수 있음
향도 괜찮고 무해한 성분만 있어서 괜찮게 사용했던 제품임
가격도 저렴하다는 장점임  ",
,,,,,,,,,,,,80%,80%,80%,툰아미,  2년 전    ,," 유튜브 채널 영상으로 알게된 샴푸 유해한 성분이ㅠ없어서 믿고 쓰느뉴샘푸 아주 무난하고 두피에 자극이 전혀 없음
뭘 고를지 모르겠다면 그냥 라보에이치 샴푸 하시면 됩니다
더 좋은 제품이 있다면 모를까요 ㅎㅎ "," 향이 없는게 단점이자 장점이쥬 저는 단점이 없다고 생각
하는데요 있나요  "
,,,,,,,,,,,,80%,80%,100%,기릯,  2년 전    ,," 다른 탈모샴푸 제품들과는 다르게 깨끗하게 씻겨지면서도 퍽퍽한 느낌이 없어서 부드럽게 씻겨요.
그래서 이 샴푸 이용한 후에는 계속 라보에이치만 이용하고 있습니다.
부드러운 탈모 샴푸 찾는 분들한테 추천드려요.  ",
,,,,,,,,,,,,60%,100%,60%,Tyrex,  2년 전    ,, 할인기간+사은품증정을 잘 노리면 저렴한 가격에 구매할 수 있어요 여기 브랜드 제품이 탈모샴푸 중엔 가장 가성비 좋고 효과도 좋은 것 같아요!! 용량도 작은 것부터 판매하고 있어서 한번 테스트해보고 구매하실 수 있을 거에요 , 냄새가 좀 너무 약품 냄새가 나서 향을 중요시 여기는 분들은 참고하세요  
,,,,,,,,,,,,60%,40%,80%,bettertmr,  3년 전    ,," 세정력 - 거품이 잘 나고 헤어제품 바른 후에도 잘 씻겨나가는 느낌
사용감 - 크림제형이라 흐르지 않고 거품이 잘 나서 골고루 도포 가능해요
머릿결 - 사용후 뻣뻣해지거나 뽀득거리지 않고 적당히 부드러워요
두피 - 사용 후 모낭염이 개선되었어요
향 - 민트향이 납니다
펌프 - 한 번 짜면 적당량 나오는게 편해요 "," 너무 비싸요
디자인과 네이밍이 예쁜편은 아닙니다  "
,,,,,,,,,,,,60%,60%,40%,songg,  3년 전    ,, 그냥 무난무난하다. 성분도 괜찮고 딱 무난한 샴푸. 무슨 바이오 뭐가 들어있다는데 딱히 잘 모르겠다. 거품은 적당한 편이고 향은 풀향?이 납니다. 사용감은 개운한 편이고 씻을 때 잘 씻겨내려갑니다. 모발탈락은 조금 줄어든정도?  ,
,,,,,,,,,,,,60%,60%,60%,Aaaaa555,  3년 전    ,, 쿨링감이 느껴져서 개운해서 좋았습니다.                                                                                                                                                                      .  ,
https://daedamo.com/ingre/21335?sca=탈모관련상품&overlaps=5,"
            컨텐트리 애프터올 스칼프 수딩케어 트리트먼트        ",2.0,컨디셔너,컨텐트리,㈜웰코스,"사용 전 제품을 충분히 흔들어 준 뒤, 매일 두피에 적당량을 고루 바른 다음 손가락을 이용하여 마사지 하듯이 하여 충분히 흡수되도록 문질러 줍니다.","락토바실러스발효물, 비피다발효여과물, 변성알코올, 부틸렌글라이콜, 피피지-2데세스-12, 다이프로필렌글라이콜, 에리스리톨, 정제수, 1,2-헥산다이올, 멘톨, 살리실릭애씨드, 판테놀, 자몽추출물, 레몬추출물, 오렌지추출물, 인체지방세포배양액추출물, 베타인, 알란토인, 하이드롤라이즈드콜라겐, 바이오틴, 측백나무잎추출물, 쓴풀추출물, 황금추출물, 하수오뿌리추출물, 한련초추출물, 울금뿌리추출물, 녹차추출물, 참당귀뿌리추출물, 생강추출물, 오미자추출물, 비누풀잎추출물, 인삼추출물, 감초뿌리추출물, 검정콩추출물, 은행나무잎추출물, 당개나리열매추출물, 잇꽃꽃추출물, 고삼뿌리추출물, 약모밀추출물, 영지버섯추출물, 무화과추출물, 산수유열매추출물, 산구절초추출물, 쑥잎추출물, 석창포추출물, 아스퍼질러스발효물, 소듐클로라이드, 소듐시트레이트, 탄닉애씨드, 다이소듐이디티에이, 하이드록시프로필사이클로덱스트린, 에틸헥실글리세린, 카프릴릴글라이콜, 프로판다이올, 라임전초오일, 클레리오일, 리모넨, 리날룰, 시트랄",https://daedamo.com/new/data/file/ingre/2034324504_61CepdKr_f1a820a9eeb72a15430047c233e30b6118465433.jpg,120ml,"18,000원",,100%,80%,100%,K28212037632306052234,  2달 전    ,, 처음 써보고 두피 가려움과 비듬에 도움이 많이 되어 2개 구매해서 사용중임. 머리 떡지지 않고 평소에 두피에 대고 뿌려주면 떡지지 않음.두피 트러블로 머리 빠지면 추천. 200자 쓰라고 하는데 뭐 데단히 쓸게.많지는.않으나 아무튼 대머리.탈출이 먹는 몸 내부관리도 있다면 바르고 씻어주는 외부관리도 있다면 외부관리로는 필수템인 것 같다. 여기껀 특히 샴푸가 유명한데 생활의.달인에 탈모샴푸.달인이라고 하던제품 , 나처럼 매일 시간마다 뿌리면 1통이 한달 못감.  더 저렴한 제품들도 비슷한것들 나오고 있는데 성분이 정제수가 반이라서 비추.       
,,,,,,,,,,,,100%,80%,100%,K28212037632306052234,  2달 전    ,, 처음 써보고 두피 가려움과 비듬에 도움이 많이 되어 2개 구매해서 사용중임. 머리 떡지지 않고 평소에 두피에 대고 뿌려주면 떡지지 않음.두피 트러블로 머리 빠지면 추천. 200자 쓰라고 하는데 뭐 데단히 쓸게.많지는.않으나 아무튼 대머리.탈출이 먹는 몸 내부관리도 있다면 바르고 씻어주는 외부관리도 있다면 외부관리로는 필수템인 것 같다. 여기껀 특히 샴푸가 유명한데 생활의.달인에 탈모샴푸.달인이라고 하던제품 , 나처럼 매일 시간마다 뿌리면 1통이 한달 못감.  더 저렴한 제품들도 비슷한것들 나오고 있는데 성분이 정제수가 반이라서 비추.       
https://daedamo.com/ingre/1285?sca=탈모관련상품&overlaps=5,"
            테라피션 헤어로스 솔루션 샴푸        ",12.0,탈모샴푸,테라피션,,적당량을 덜어 손에서 거품을 낸 후 미온수로 충분히 적신 두피에 골고루 도포하여 부드럽게 마사지해줍니다. 거품이 남아있지 않도록 깨끗하게 헹구어 냅니다.,"정제수, 코카미도프로필베타인, 소듐라우로일메틸아미노프로피오네이트, 다이소듐라우레스설포석시네이트, 라우릴글루코사이드, 아크릴레이트코폴리머, 글리세린, 멘톨, 코카마이드엠이에이, 알지닌, 바이오틴, 카퍼트라이펩타이드-1, 소듐벤조에이트, 로즈마리잎오일, 폴리쿼터늄-10, 카프릴릴글라이콜, 콘민트오일, 덱스판테놀, 소듐클로라이드, 시트릭애쓷, 나이아신아마이드, 다이소듐이디티에이, 라임전초오일, 알란토인, 약모밀추출물, 소엽잎추출물, 녹차추출물, 부틸렌글라이콜, 무환자추출물, 마트리카리아꽃추출물, 올리브나무잎추출물, 연꽃추출물, 꿀추출물, 코튼추출물, 1.2-헥산다이올, 병풀잎추출물, 자몽추출물, 수레국화꽃추출물, 포트마리골드꽃추출물, 레몬밤추출물, 스피어민트추출물, 인삼추출물, 고삼뿌리추출물, 천궁뿌리추출물, 율무씨추출물, 울금뿌리추출물, 감초뿌리추출물, 황기뿌리추출물, 산뽕나무잎추출물, 은행나무잎추출물, 구기자추출물, 호호바씨오일, 창포뿌리추출물",https://daedamo.com/new/data/file/ingre/1794346571_71c4f88c_11.jpg,400ml,"36,000원",,60%,60%,60%,K28145557452306010229,  2달 전    ,, 쿨링감이 있어서 두피열 내리는데에 좋아요!지성 두피인데 이샴푸 사용하니 기름도 덜 져요원래는 머리감은후 조금만 지나면 머리가 떡졌었는데 저녁이 되도 뽀송한 느낌이 들어서 좋더라구용쿨링감때문에 더 깨끗하게 샴푸 되는 느낌이고 더운 여름에 쓰기 좋은거 같아요 ! 탈모가 좋아지는건 아니고 지성이신 분들이 쓰기에 무난뮤난 하게 좋은거같아요 저는 한 4통 쓴거 같아용 , 계속 사용하다보니 두피가 많이 건조해지는거 같아요ㅠ  
,,,,,,,,,,,,80%,80%,80%,꾸잉잉,  4달 전    ,," 쿨링감이 있어서 샴푸하고 나면 청량하고 시원한 느낌이 듭니다
3년 정도 꾸준히 썼었는데 지루성 두피에 좋은 것 같습니다.
두피 열감 해소에도 도움이 됩니다.
거품이 많이 나서 깔끔하게 샴푸가 됩니다
냄새는 무난합니다  ",
,,,,,,,,,,,,80%,80%,100%,557,  3년 전    ,," 꾸준히 쓰고 있어요. 2년정도 됐네요. 
눈에 띄게 좋아서 쓰는게 아니라 무난하게 아쉬운 점 없어서 씁니다.
모발 상태는 가늘고 헤어라인 탈모인이구요 뾰루지 등 없으며 지성입니다.
두피 시원하고 큰 자극 없습니다.  ",
,,,,,,,,,,,,60%,60%,80%,dpmm,  4년 전    ,," 머리가 정말 가려울때 씁니다. 지루성 두피염이 올라온다 싶을때 쓰면 확실히 효과보고 좋아요. 
근데 가격이 비싸서 많이 못쓰겠어요. 요즘 머리가 많이 빠지는것 같은데 아끼지말고 팍팍 다시 써봐야겠어요. 이상입니다  ",
,,,,,,,,,,,,20%,20%,20%,캘린더,  4년 전    ,, 두피열내리는데 좋아요.                                                                                                                                                                                     그리고 샴푸통 이쁘게생김  ,
,,,,,,,,,,,,60%,60%,60%,자아라나아라,  4년 전    ,, 쿨링감 장난아님 ㅋㅋㅋ 처음 감았을때 화한 느낌이 ㄷㄷ 계속쓰다보면 무뎌진다는 단점이 있긴하지만 그래도 괜춘해요 샴푸는 의료기기가 아니기때문에 이걸 쓴다고 머리가 자라는건 아니지만 그래도 두피가 건강해지는 기분  ,
,,,,,,,,,,,,60%,40%,60%,히재뚜,  4년 전    ,," 박하향 때문에 두피열이 내리는 느낌 ㅡ                                                       
나쁘지않음 다만 가격이 좀 사악할 뿐                                                                    
갠튠  ",
